排序组,舆情场景,场景代码,方法,参数名,参数值,干预概率,重复次数,初始极化率,无干预最终极化率,干预后最终极化率,极化率降低量,观点均值_初始,观点均值_无干预,观点均值_干预后,观点标准差_初始,观点标准差_无干预,观点标准差_干预后,干预接受率
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.7,10,84.2%,85.6%,50.6%,35.0%,0.9070,0.7005,0.5668,0.1063,0.3088,0.2969,41.8%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.8,10,84.2%,85.6%,44.4%,41.2%,0.9070,0.7005,0.5557,0.1063,0.3088,0.2836,42.6%
TimeRank,饭圈控评(J型),fan_circle,scarcity,K,30,0.9,10,84.2%,85.6%,32.6%,53.0%,0.9070,0.7005,0.5301,0.1063,0.3088,0.2645,44.6%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.1,10,84.2%,85.6%,62.6%,23.0%,0.9070,0.7005,0.5791,0.1063,0.3088,0.3154,40.7%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.2,10,84.2%,85.6%,49.2%,36.4%,0.9070,0.7005,0.5884,0.1063,0.3088,0.2815,43.1%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.3,10,84.2%,85.6%,44.6%,41.0%,0.9070,0.7005,0.6050,0.1063,0.3088,0.2543,44.8%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.4,10,84.2%,85.6%,41.2%,44.4%,0.9070,0.7005,0.6111,0.1063,0.3088,0.2360,46.6%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.5,10,84.2%,85.6%,38.4%,47.2%,0.9070,0.7005,0.6234,0.1063,0.3088,0.2236,47.3%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.6,10,84.2%,85.6%,37.2%,48.4%,0.9070,0.7005,0.6176,0.1063,0.3088,0.2178,49.1%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.7,10,84.2%,85.6%,30.8%,54.8%,0.9070,0.7005,0.6138,0.1063,0.3088,0.2060,51.6%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.8,10,84.2%,85.6%,27.4%,58.2%,0.9070,0.7005,0.6088,0.1063,0.3088,0.2060,53.2%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,0.5,0.9,10,84.2%,85.6%,29.4%,56.2%,0.9070,0.7005,0.6178,0.1063,0.3088,0.2061,53.5%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.1,10,84.2%,85.6%,56.8%,28.8%,0.9070,0.7005,0.5933,0.1063,0.3088,0.3009,41.4%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.2,10,84.2%,85.6%,46.8%,38.8%,0.9070,0.7005,0.6226,0.1063,0.3088,0.2580,43.4%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.3,10,84.2%,85.6%,41.8%,43.8%,0.9070,0.7005,0.6231,0.1063,0.3088,0.2355,45.2%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.4,10,84.2%,85.6%,40.6%,45.0%,0.9070,0.7005,0.6199,0.1063,0.3088,0.2328,46.5%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.5,10,84.2%,85.6%,39.6%,46.0%,0.9070,0.7005,0.6340,0.1063,0.3088,0.2166,47.6%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.6,10,84.2%,85.6%,35.2%,50.4%,0.9070,0.7005,0.6227,0.1063,0.3088,0.2107,49.7%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.7,10,84.2%,85.6%,32.2%,53.4%,0.9070,0.7005,0.6190,0.1063,0.3088,0.2031,51.5%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.8,10,84.2%,85.6%,29.6%,56.0%,0.9070,0.7005,0.6167,0.1063,0.3088,0.2043,52.1%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,1.0,0.9,10,84.2%,85.6%,28.0%,57.6%,0.9070,0.7005,0.6186,0.1063,0.3088,0.2045,53.0%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.1,10,84.2%,85.6%,58.2%,27.4%,0.9070,0.7005,0.6089,0.1063,0.3088,0.3020,40.7%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.2,10,84.2%,85.6%,49.8%,35.8%,0.9070,0.7005,0.6389,0.1063,0.3088,0.2580,41.9%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.3,10,84.2%,85.6%,45.4%,40.2%,0.9070,0.7005,0.6386,0.1063,0.3088,0.2397,43.7%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.4,10,84.2%,85.6%,43.4%,42.2%,0.9070,0.7005,0.6381,0.1063,0.3088,0.2288,45.5%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.5,10,84.2%,85.6%,41.8%,43.8%,0.9070,0.7005,0.6476,0.1063,0.3088,0.2176,46.2%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.6,10,84.2%,85.6%,39.8%,45.8%,0.9070,0.7005,0.6445,0.1063,0.3088,0.2120,47.3%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.7,10,84.2%,85.6%,35.6%,50.0%,0.9070,0.7005,0.6327,0.1063,0.3088,0.2076,48.8%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.8,10,84.2%,85.6%,31.0%,54.6%,0.9070,0.7005,0.6210,0.1063,0.3088,0.2019,50.8%
TimeRank,饭圈控评(J型),fan_circle,suppression,Gamma,2.0,0.9,10,84.2%,85.6%,27.4%,58.2%,0.9070,0.7005,0.6161,0.1063,0.3088,0.2048,52.7%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.1,10,84.8%,84.4%,73.6%,10.8%,0.0923,0.1492,0.1649,0.1060,0.0737,0.0723,55.3%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.2,10,84.8%,84.4%,66.2%,18.2%,0.0923,0.1492,0.1840,0.1060,0.0737,0.1004,54.8%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.3,10,84.8%,84.4%,53.4%,31.0%,0.0923,0.1492,0.2008,0.1060,0.0737,0.1046,53.2%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.4,10,84.8%,84.4%,52.2%,32.2%,0.0923,0.1492,0.2092,0.1060,0.0737,0.1130,53.3%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.5,10,84.8%,84.4%,42.2%,42.2%,0.0923,0.1492,0.2266,0.1060,0.0737,0.1197,52.8%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.6,10,84.8%,84.4%,37.0%,47.4%,0.0923,0.1492,0.2425,0.1060,0.0737,0.1263,53.5%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.7,10,84.8%,84.4%,35.0%,49.4%,0.0923,0.1492,0.2602,0.1060,0.0737,0.1401,52.5%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.8,10,84.8%,84.4%,32.4%,52.0%,0.0923,0.1492,0.2837,0.1060,0.0737,0.1606,51.3%
TimeRank,全网黑(反J型),blackout,scarcity,K,10,0.9,10,84.8%,84.4%,31.0%,53.4%,0.0923,0.1492,0.3308,0.1060,0.0737,0.1968,49.6%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.1,10,84.8%,84.4%,75.0%,9.4%,0.0923,0.1492,0.1650,0.1060,0.0737,0.0771,56.5%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.2,10,84.8%,84.4%,68.6%,15.8%,0.0923,0.1492,0.1743,0.1060,0.0737,0.0908,54.4%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.3,10,84.8%,84.4%,60.8%,23.6%,0.0923,0.1492,0.1905,0.1060,0.0737,0.1025,53.2%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.4,10,84.8%,84.4%,54.4%,30.0%,0.0923,0.1492,0.2002,0.1060,0.0737,0.1090,52.3%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.5,10,84.8%,84.4%,51.4%,33.0%,0.0923,0.1492,0.2135,0.1060,0.0737,0.1245,51.2%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.6,10,84.8%,84.4%,42.8%,41.6%,0.0923,0.1492,0.2326,0.1060,0.0737,0.1335,51.4%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.7,10,84.8%,84.4%,38.0%,46.4%,0.0923,0.1492,0.2487,0.1060,0.0737,0.1389,50.7%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.8,10,84.8%,84.4%,34.4%,50.0%,0.0923,0.1492,0.2693,0.1060,0.0737,0.1563,50.0%
TimeRank,全网黑(反J型),blackout,scarcity,K,20,0.9,10,84.8%,84.4%,32.2%,52.2%,0.0923,0.1492,0.2826,0.1060,0.0737,0.1678,49.7%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.1,10,84.8%,84.4%,78.0%,6.4%,0.0923,0.1492,0.1596,0.1060,0.0737,0.0787,52.4%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.2,10,84.8%,84.4%,73.2%,11.2%,0.0923,0.1492,0.1693,0.1060,0.0737,0.0852,53.0%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.3,10,84.8%,84.4%,63.6%,20.8%,0.0923,0.1492,0.1822,0.1060,0.0737,0.0947,51.3%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.4,10,84.8%,84.4%,59.8%,24.6%,0.0923,0.1492,0.1940,0.1060,0.0737,0.1129,52.0%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.5,10,84.8%,84.4%,58.4%,26.0%,0.0923,0.1492,0.1988,0.1060,0.0737,0.1186,51.6%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.6,10,84.8%,84.4%,48.8%,35.6%,0.0923,0.1492,0.2181,0.1060,0.0737,0.1224,50.8%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.7,10,84.8%,84.4%,42.4%,42.0%,0.0923,0.1492,0.2301,0.1060,0.0737,0.1236,50.6%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.8,10,84.8%,84.4%,40.0%,44.4%,0.0923,0.1492,0.2435,0.1060,0.0737,0.1376,49.5%
TimeRank,全网黑(反J型),blackout,scarcity,K,30,0.9,10,84.8%,84.4%,36.0%,48.4%,0.0923,0.1492,0.2740,0.1060,0.0737,0.1583,50.1%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.1,10,84.8%,84.4%,52.6%,31.8%,0.0923,0.1492,0.2098,0.1060,0.0737,0.1105,52.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.2,10,84.8%,84.4%,32.2%,52.2%,0.0923,0.1492,0.2647,0.1060,0.0737,0.1268,54.8%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.3,10,84.8%,84.4%,24.4%,60.0%,0.0923,0.1492,0.3094,0.1060,0.0737,0.1409,55.7%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.4,10,84.8%,84.4%,21.4%,63.0%,0.0923,0.1492,0.3398,0.1060,0.0737,0.1467,57.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.5,10,84.8%,84.4%,18.6%,65.8%,0.0923,0.1492,0.3595,0.1060,0.0737,0.1449,59.2%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.6,10,84.8%,84.4%,17.4%,67.0%,0.0923,0.1492,0.3750,0.1060,0.0737,0.1488,61.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.7,10,84.8%,84.4%,16.6%,67.8%,0.0923,0.1492,0.3872,0.1060,0.0737,0.1505,63.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.8,10,84.8%,84.4%,17.0%,67.4%,0.0923,0.1492,0.3903,0.1060,0.0737,0.1558,64.2%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,0.5,0.9,10,84.8%,84.4%,17.8%,66.6%,0.0923,0.1492,0.3864,0.1060,0.0737,0.1615,63.9%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.1,10,84.8%,84.4%,46.4%,38.0%,0.0923,0.1492,0.2322,0.1060,0.0737,0.1239,53.4%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.2,10,84.8%,84.4%,28.2%,56.2%,0.0923,0.1492,0.3021,0.1060,0.0737,0.1455,54.7%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.3,10,84.8%,84.4%,24.6%,59.8%,0.0923,0.1492,0.3348,0.1060,0.0737,0.1544,56.4%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.4,10,84.8%,84.4%,20.8%,63.6%,0.0923,0.1492,0.3519,0.1060,0.0737,0.1485,58.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.5,10,84.8%,84.4%,19.6%,64.8%,0.0923,0.1492,0.3758,0.1060,0.0737,0.1534,60.5%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.6,10,84.8%,84.4%,19.0%,65.4%,0.0923,0.1492,0.3828,0.1060,0.0737,0.1530,62.7%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.7,10,84.8%,84.4%,18.8%,65.6%,0.0923,0.1492,0.3884,0.1060,0.0737,0.1544,63.2%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.8,10,84.8%,84.4%,17.0%,67.4%,0.0923,0.1492,0.3896,0.1060,0.0737,0.1542,63.9%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,1.0,0.9,10,84.8%,84.4%,17.2%,67.2%,0.0923,0.1492,0.3878,0.1060,0.0737,0.1590,63.8%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.1,10,84.8%,84.4%,45.6%,38.8%,0.0923,0.1492,0.2412,0.1060,0.0737,0.1375,51.6%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.2,10,84.8%,84.4%,30.4%,54.0%,0.0923,0.1492,0.3116,0.1060,0.0737,0.1548,53.6%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.3,10,84.8%,84.4%,25.2%,59.2%,0.0923,0.1492,0.3363,0.1060,0.0737,0.1592,56.0%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.4,10,84.8%,84.4%,22.8%,61.6%,0.0923,0.1492,0.3602,0.1060,0.0737,0.1604,58.0%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.5,10,84.8%,84.4%,23.4%,61.0%,0.0923,0.1492,0.3724,0.1060,0.0737,0.1645,59.2%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.6,10,84.8%,84.4%,20.8%,63.6%,0.0923,0.1492,0.3822,0.1060,0.0737,0.1626,61.0%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.7,10,84.8%,84.4%,21.4%,63.0%,0.0923,0.1492,0.3832,0.1060,0.0737,0.1587,61.9%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.8,10,84.8%,84.4%,18.0%,66.4%,0.0923,0.1492,0.3879,0.1060,0.0737,0.1517,63.2%
TimeRank,全网黑(反J型),blackout,suppression,Gamma,2.0,0.9,10,84.8%,84.4%,17.2%,67.2%,0.0923,0.1492,0.3901,0.1060,0.0737,0.1548,63.7%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.1,10,29.0%,73.0%,61.6%,11.4%,0.6790,0.5457,0.5033,0.1721,0.3330,0.3106,38.7%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.2,10,29.0%,73.0%,52.8%,20.2%,0.6790,0.5457,0.4687,0.1721,0.3330,0.2909,41.3%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.3,10,29.0%,73.0%,40.8%,32.2%,0.6790,0.5457,0.4656,0.1721,0.3330,0.2733,43.2%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.4,10,29.0%,73.0%,35.2%,37.8%,0.6790,0.5457,0.4716,0.1721,0.3330,0.2625,44.0%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.5,10,29.0%,73.0%,30.2%,42.8%,0.6790,0.5457,0.4560,0.1721,0.3330,0.2495,45.8%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.6,10,29.0%,73.0%,24.2%,48.8%,0.6790,0.5457,0.4464,0.1721,0.3330,0.2330,47.6%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.7,10,29.0%,73.0%,15.8%,57.2%,0.6790,0.5457,0.4554,0.1721,0.3330,0.2195,48.6%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.8,10,29.0%,73.0%,13.0%,60.0%,0.6790,0.5457,0.4593,0.1721,0.3330,0.2096,49.1%
TimeRank,普遍好评,positive_bias,scarcity,K,10,0.9,10,29.0%,73.0%,8.2%,64.8%,0.6790,0.5457,0.5068,0.1721,0.3330,0.1860,49.5%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.1,10,29.0%,73.0%,62.2%,10.8%,0.6790,0.5457,0.5043,0.1721,0.3330,0.3086,39.0%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.2,10,29.0%,73.0%,55.6%,17.4%,0.6790,0.5457,0.4957,0.1721,0.3330,0.2989,39.8%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.3,10,29.0%,73.0%,48.4%,24.6%,0.6790,0.5457,0.4689,0.1721,0.3330,0.2831,41.7%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.4,10,29.0%,73.0%,45.8%,27.2%,0.6790,0.5457,0.4678,0.1721,0.3330,0.2758,42.7%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.5,10,29.0%,73.0%,39.0%,34.0%,0.6790,0.5457,0.4606,0.1721,0.3330,0.2664,43.4%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.6,10,29.0%,73.0%,33.6%,39.4%,0.6790,0.5457,0.4413,0.1721,0.3330,0.2500,45.2%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.7,10,29.0%,73.0%,27.2%,45.8%,0.6790,0.5457,0.4577,0.1721,0.3330,0.2387,45.8%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.8,10,29.0%,73.0%,21.4%,51.6%,0.6790,0.5457,0.4522,0.1721,0.3330,0.2269,46.5%
TimeRank,普遍好评,positive_bias,scarcity,K,20,0.9,10,29.0%,73.0%,15.4%,57.6%,0.6790,0.5457,0.4541,0.1721,0.3330,0.2044,47.3%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.1,10,29.0%,73.0%,67.8%,5.2%,0.6790,0.5457,0.5351,0.1721,0.3330,0.3179,37.8%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.2,10,29.0%,73.0%,61.4%,11.6%,0.6790,0.5457,0.5100,0.1721,0.3330,0.3067,39.4%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.3,10,29.0%,73.0%,54.6%,18.4%,0.6790,0.5457,0.4976,0.1721,0.3330,0.2972,39.8%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.4,10,29.0%,73.0%,51.4%,21.6%,0.6790,0.5457,0.4880,0.1721,0.3330,0.2919,41.3%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.5,10,29.0%,73.0%,45.8%,27.2%,0.6790,0.5457,0.4730,0.1721,0.3330,0.2802,42.2%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.6,10,29.0%,73.0%,42.8%,30.2%,0.6790,0.5457,0.4767,0.1721,0.3330,0.2754,43.3%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.7,10,29.0%,73.0%,36.6%,36.4%,0.6790,0.5457,0.4593,0.1721,0.3330,0.2594,44.2%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.8,10,29.0%,73.0%,30.0%,43.0%,0.6790,0.5457,0.4496,0.1721,0.3330,0.2408,45.8%
TimeRank,普遍好评,positive_bias,scarcity,K,30,0.9,10,29.0%,73.0%,19.4%,53.6%,0.6790,0.5457,0.4550,0.1721,0.3330,0.2164,47.4%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.1,10,29.0%,73.0%,45.0%,28.0%,0.6790,0.5457,0.4609,0.1721,0.3330,0.2737,43.8%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.2,10,29.0%,73.0%,28.6%,44.4%,0.6790,0.5457,0.4720,0.1721,0.3330,0.2332,48.7%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.3,10,29.0%,73.0%,24.0%,49.0%,0.6790,0.5457,0.4996,0.1721,0.3330,0.2088,51.8%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.4,10,29.0%,73.0%,19.4%,53.6%,0.6790,0.5457,0.5078,0.1721,0.3330,0.1909,54.5%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.5,10,29.0%,73.0%,17.6%,55.4%,0.6790,0.5457,0.5295,0.1721,0.3330,0.1766,56.4%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.6,10,29.0%,73.0%,16.4%,56.6%,0.6790,0.5457,0.5360,0.1721,0.3330,0.1641,59.8%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.7,10,29.0%,73.0%,12.8%,60.2%,0.6790,0.5457,0.5335,0.1721,0.3330,0.1494,62.9%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.8,10,29.0%,73.0%,10.4%,62.6%,0.6790,0.5457,0.5321,0.1721,0.3330,0.1404,65.2%
TimeRank,普遍好评,positive_bias,suppression,Gamma,0.5,0.9,10,29.0%,73.0%,9.6%,63.4%,0.6790,0.5457,0.5334,0.1721,0.3330,0.1335,66.6%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.1,10,29.0%,73.0%,35.8%,37.2%,0.6790,0.5457,0.4701,0.1721,0.3330,0.2584,45.6%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.2,10,29.0%,73.0%,25.2%,47.8%,0.6790,0.5457,0.5047,0.1721,0.3330,0.2199,50.2%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.3,10,29.0%,73.0%,20.6%,52.4%,0.6790,0.5457,0.5234,0.1721,0.3330,0.1927,53.6%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.4,10,29.0%,73.0%,18.4%,54.6%,0.6790,0.5457,0.5290,0.1721,0.3330,0.1812,56.3%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.5,10,29.0%,73.0%,17.0%,56.0%,0.6790,0.5457,0.5432,0.1721,0.3330,0.1665,59.1%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.6,10,29.0%,73.0%,14.0%,59.0%,0.6790,0.5457,0.5405,0.1721,0.3330,0.1552,62.1%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.7,10,29.0%,73.0%,10.2%,62.8%,0.6790,0.5457,0.5329,0.1721,0.3330,0.1398,64.8%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.8,10,29.0%,73.0%,9.0%,64.0%,0.6790,0.5457,0.5309,0.1721,0.3330,0.1354,66.5%
TimeRank,普遍好评,positive_bias,suppression,Gamma,1.0,0.9,10,29.0%,73.0%,9.6%,63.4%,0.6790,0.5457,0.5332,0.1721,0.3330,0.1369,66.1%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.1,10,29.0%,73.0%,38.2%,34.8%,0.6790,0.5457,0.4848,0.1721,0.3330,0.2615,45.1%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.2,10,29.0%,73.0%,25.2%,47.8%,0.6790,0.5457,0.5316,0.1721,0.3330,0.2174,49.5%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.3,10,29.0%,73.0%,22.4%,50.6%,0.6790,0.5457,0.5400,0.1721,0.3330,0.1957,53.1%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.4,10,29.0%,73.0%,20.0%,53.0%,0.6790,0.5457,0.5421,0.1721,0.3330,0.1795,56.5%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.5,10,29.0%,73.0%,18.2%,54.8%,0.6790,0.5457,0.5500,0.1721,0.3330,0.1655,59.4%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.6,10,29.0%,73.0%,15.8%,57.2%,0.6790,0.5457,0.5503,0.1721,0.3330,0.1619,61.3%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.7,10,29.0%,73.0%,14.8%,58.2%,0.6790,0.5457,0.5492,0.1721,0.3330,0.1521,62.9%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.8,10,29.0%,73.0%,10.4%,62.6%,0.6790,0.5457,0.5353,0.1721,0.3330,0.1390,65.2%
TimeRank,普遍好评,positive_bias,suppression,Gamma,2.0,0.9,10,29.0%,73.0%,8.8%,64.2%,0.6790,0.5457,0.5356,0.1721,0.3330,0.1384,65.5%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.1,10,27.0%,69.8%,58.8%,11.0%,0.3428,0.2348,0.2456,0.1761,0.1893,0.1707,50.4%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.2,10,27.0%,69.8%,55.0%,14.8%,0.3428,0.2348,0.2496,0.1761,0.1893,0.1651,51.0%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.3,10,27.0%,69.8%,40.8%,29.0%,0.3428,0.2348,0.2602,0.1761,0.1893,0.1506,50.9%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.4,10,27.0%,69.8%,35.4%,34.4%,0.3428,0.2348,0.2817,0.1761,0.1893,0.1590,51.1%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.5,10,27.0%,69.8%,26.2%,43.6%,0.3428,0.2348,0.2954,0.1761,0.1893,0.1414,51.6%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.6,10,27.0%,69.8%,19.4%,50.4%,0.3428,0.2348,0.3073,0.1761,0.1893,0.1398,53.0%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.7,10,27.0%,69.8%,16.4%,53.4%,0.3428,0.2348,0.3250,0.1761,0.1893,0.1401,52.7%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.8,10,27.0%,69.8%,16.8%,53.0%,0.3428,0.2348,0.3388,0.1761,0.1893,0.1509,51.5%
TimeRank,普遍差评,negative_bias,scarcity,K,10,0.9,10,27.0%,69.8%,13.4%,56.4%,0.3428,0.2348,0.3988,0.1761,0.1893,0.1713,50.0%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.1,10,27.0%,69.8%,62.2%,7.6%,0.3428,0.2348,0.2416,0.1761,0.1893,0.1711,51.4%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.2,10,27.0%,69.8%,55.8%,14.0%,0.3428,0.2348,0.2427,0.1761,0.1893,0.1638,50.7%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.3,10,27.0%,69.8%,48.0%,21.8%,0.3428,0.2348,0.2599,0.1761,0.1893,0.1635,50.5%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.4,10,27.0%,69.8%,43.8%,26.0%,0.3428,0.2348,0.2669,0.1761,0.1893,0.1636,50.1%
